"pontoId","lat","lon","pathBTS1","pathBTS2","pathBTS3","pathBTS4","pathBTS5","pathBTS6","taBTS1","taBTS2","taBTS3","taBTS4","taBTS5","taBTS6"
2198,-8.067062,-34.892517,135.515,121.99,130.89,128.265,115.265,110.065,0,1,3,1,0,0
1756,-8.069174,-34.888153,113.765,130.515,130.415,126.94,112.34,127.665,0,1,4,1,0,1
2041,-8.068377,-34.890717,127.723333333333,132.456666666667,134.856666666667,115.256666666667,96.19,124.656666666667,0,1,3,1,0,1
2351,-8.06605,-34.896439,120.923333333333,115.023333333333,123.456666666667,116.956666666667,124.823333333333,104.356666666667,0,2,3,2,1,0
2236,-8.066881,-34.892612,133.69,128.656666666667,128.99,125.823333333333,120.623333333333,107.49,0,1,3,1,0,0
8,-8.077541,-34.899246,123.815,87.89,122.065,126.74,135.09,138.59,2,0,1,0,3,2
2246,-8.066821,-34.895683,128.89,128.99,113.84,116.84,126.84,104.24,0,1,3,1,1,0
262,-8.076208,-34.895065,118.59,110.54,120.54,110.94,129.59,139.64,1,0,2,0,2,2
1307,-8.070532,-34.893097,111.59,122.923333333333,125.156666666667,104.523333333333,112.956666666667,106.99,0,1,3,1,1,1
1085,-8.071756,-34.89217,110.723333333333,123.79,129.956666666667,105.556666666667,97.99,130.39,0,0,3,0,1,1
115,-8.076993,-34.897499,116.59,82.74,133.715,120.765,127.74,137.09,1,0,2,0,2,2
1225,-8.070791,-34.892506,96.14,125.49,125.34,106.29,110.34,114.44,0,1,3,1,1,1
2927,-8.060666,-34.905266,135.64,130.09,127.09,130.84,128.04,130.84,2,3,3,3,3,2
2809,-8.062839,-34.887211,137.89,138.19,139.59,142.856666666667,142.556666666667,143.29,1,3,4,3,0,1
1496,-8.069847,-34.890697,107.356666666667,111.023333333333,114.59,100.59,85.5566666666667,126.19,0,1,3,1,0,1
233,-8.076343,-34.896008,117.023333333333,111.656666666667,130.49,120.99,128.623333333333,130.256666666667,1,0,2,0,2,2
2501,-8.065456,-34.892818,137.44,120.69,131.54,127.89,118.94,123.54,0,2,3,2,0,0
1932,-8.068669,-34.889225,127.69,136.023333333333,132.556666666667,125.59,110.023333333333,127.79,0,1,4,1,0,1
735,-8.073223,-34.896416,102.056666666667,115.323333333333,109.323333333333,107.99,118.856666666667,129.023333333333,1,0,2,0,2,1
649,-8.07389,-34.898827,126.94,101.34,89.34,106.04,134.19,129.14,1,0,1,0,2,2
398,-8.075474,-34.892975,118.856666666667,127.123333333333,124.19,108.99,132.823333333333,128.49,1,0,3,0,2,2
1302,-8.070549,-34.896927,97.0566666666667,120.156666666667,119.29,105.623333333333,126.323333333333,114.623333333333,0,1,2,1,1,1
1909,-8.068729,-34.889095,120.69,136.156666666667,132.49,122.256666666667,114.756666666667,130.59,0,1,4,1,0,1
2589,-8.064724,-34.893314,133.223333333333,124.623333333333,128.623333333333,124.823333333333,125.59,121.49,0,2,3,2,0,0
1373,-8.070251,-34.893616,107.323333333333,121.956666666667,117.123333333333,109.156666666667,111.29,103.89,0,1,3,1,1,1
1026,-8.07216,-34.892269,109.54,130.19,119.94,110.99,94.69,130.39,0,0,3,0,1,1
729,-8.073235,-34.896446,94.59,110.056666666667,107.356666666667,102.856666666667,115.823333333333,126.99,1,0,2,0,2,1
1687,-8.069337,-34.900589,120.323333333333,126.323333333333,120.823333333333,124.39,132.89,129.59,1,1,2,1,2,1
164,-8.076612,-34.89967,118.823333333333,107.59,123.79,134.79,134.356666666667,134.523333333333,2,1,1,1,2,2
1378,-8.07021,-34.900913,118.04,125.09,118.89,127.89,131.19,125.84,1,1,1,1,2,1
1824,-8.068967,-34.899975,99.4566666666667,115.99,119.59,113.556666666667,117.69,109.556666666667,1,1,2,1,2,1
247,-8.076291,-34.896008,123.623333333333,111.756666666667,135.023333333333,128.89,134.423333333333,139.09,1,0,2,0,2,2
1502,-8.069831,-34.896339,106.223333333333,96.9233333333333,110.956666666667,87.09,121.956666666667,123.756666666667,0,1,2,1,1,1
1940,-8.068655,-34.891071,124.623333333333,133.09,126.99,116.89,85.8233333333333,116.956666666667,0,1,3,1,0,1
2023,-8.068474,-34.889595,120.523333333333,131.656666666667,132.723333333333,118.956666666667,104.49,132.856666666667,0,1,4,1,0,1
2359,-8.065984,-34.896732,128.69,109.223333333333,126.323333333333,100.856666666667,119.856666666667,107.423333333333,0,2,3,2,1,0
1306,-8.070537,-34.890694,109.79,116.34,118.59,99.59,90.24,127.09,0,1,3,1,0,1
1590,-8.069601,-34.894882,110.44,127.14,118.49,115.84,112.39,105.59,0,1,2,1,1,1
1876,-8.068832,-34.900352,105.29,113.323333333333,119.69,120.156666666667,125.756666666667,101.29,1,1,2,1,2,1
832,-8.072844,-34.900635,118.79,121.823333333333,127.623333333333,127.356666666667,141.256666666667,134.49,1,1,1,1,2,2
1657,-8.069418,-34.898796,108.923333333333,116.856666666667,116.623333333333,109.456666666667,118.123333333333,109.79,1,1,2,1,1,1
1948,-8.068642,-34.889275,126.456666666667,138.323333333333,132.323333333333,122.156666666667,104.79,133.29,0,1,4,1,0,1
486,-8.074915,-34.893559,108.49,117.59,126.94,96.09,121.94,128.49,1,0,2,0,1,2
779,-8.073052,-34.896313,108.14,117.44,116.14,104.14,122.79,129.59,1,0,2,0,1,1
1109,-8.071508,-34.89711,105.09,118.59,121.59,117.39,132.74,125.14,1,1,2,1,1,1
241,-8.076309,-34.899765,127.49,111.056666666667,124.823333333333,134.19,140.856666666667,139.59,2,1,1,1,2,2
856,-8.072733,-34.896034,107.99,112.39,117.69,102.69,125.556666666667,126.056666666667,1,0,2,0,1,1
1810,-8.069011,-34.899857,100.39,117.923333333333,121.656666666667,110.523333333333,117.09,103.323333333333,1,1,2,1,2,1
2028,-8.068456,-34.889595,119.74,130.815,131.49,118.04,101.59,131.765,0,1,4,1,0,1
849,-8.072751,-34.890644,104.323333333333,130.69,126.223333333333,111.223333333333,108.223333333333,128.323333333333,0,1,3,1,1,1
186,-8.076455,-34.896072,115.556666666667,98.7233333333333,131.49,115.356666666667,128.49,139.023333333333,1,0,2,0,2,2
1189,-8.070963,-34.891949,109.29,126.756666666667,513.78376704217,111.856666666667,87.7233333333333,131.923333333333,0,1,3,1,1,1
2946,-8.059464,-34.906647,136.09,130.74,131.34,131.04,139.49,134.74,3,4,3,4,3,2
797,-8.072939,-34.89571,105.79,122.89,108.956666666667,111.823333333333,123.223333333333,126.223333333333,1,0,2,0,1,1
2900,-8.061328,-34.903706,136.056666666667,113.723333333333,132.123333333333,130.823333333333,130.623333333333,131.056666666667,2,3,3,3,3,1
2933,-8.060349,-34.905613,134.89,117.056666666667,128.19,131.856666666667,132.19,132.09,3,3,3,3,3,2
424,-8.075422,-34.896282,124.723333333333,117.256666666667,134.656666666667,114.423333333333,128.023333333333,140.673333333333,1,0,2,0,2,2
329,-8.07585,-34.899914,128.69,121.19,126.09,131.656666666667,139.523333333333,138.956666666667,2,1,1,1,2,2
1846,-8.0689,-34.896038,108.923333333333,117.723333333333,113.656666666667,101.523333333333,117.923333333333,110.623333333333,0,1,2,1,1,0
611,-8.074147,-34.899914,118.256666666667,102.756666666667,95.5233333333333,115.223333333333,137.723333333333,141.456666666667,1,1,1,1,2,2
2180,-8.067159,-34.893925,116.423333333333,133.156666666667,128.79,122.856666666667,124.856666666667,103.39,0,1,3,1,0,0
2383,-8.065833,-34.887989,120.69,138.39,133.89,127.856666666667,114.356666666667,135.59,1,2,4,2,0,1
781,-8.07304,-34.896374,109.39,100.99,117.79,96.29,120.723333333333,127.823333333333,1,0,2,0,1,1
1898,-8.068765,-34.896202,105.69,119.94,109.24,109.24,116.59,107.79,0,1,2,1,1,0
818,-8.072897,-34.895874,103.14,122.04,117.94,107.34,117.54,127.99,1,0,2,0,1,1
2885,-8.061624,-34.902161,137.823333333333,114.223333333333,129.556666666667,131.223333333333,124.49,134.156666666667,2,3,3,3,2,1
2218,-8.066977,-34.896061,116.856666666667,119.023333333333,122.123333333333,113.423333333333,130.256666666667,93.9566666666667,0,1,3,1,1,0
39,-8.077435,-34.899364,126.59,109.69,122.39,135.356666666667,133.29,136.523333333333,2,1,1,1,3,2
731,-8.073231,-34.896477,93.04,104.69,101.64,101.14,117.04,125.64,1,0,2,0,2,1
1011,-8.072261,-34.892288,108.723333333333,125.256666666667,127.356666666667,98.1233333333333,93.5233333333333,128.756666666667,0,0,3,0,1,1
2821,-8.062721,-34.888439,121.256666666667,123.256666666667,139.156666666667,130.256666666667,133.756666666667,135.756666666667,1,2,4,2,0,1
2282,-8.066619,-34.895454,124.59,119.19,119.423333333333,116.623333333333,122.056666666667,93.7233333333333,0,1,3,1,1,0
440,-8.075313,-34.89246,113.89,128.09,127.423333333333,103.856666666667,118.556666666667,135.323333333333,1,0,3,0,1,2
800,-8.072936,-34.895771,99.4233333333333,120.456666666667,116.556666666667,114.723333333333,118.756666666667,121.356666666667,1,0,2,0,1,1
545,-8.074485,-34.890167,106.423333333333,132.19,120.59,107.056666666667,116.423333333333,136.356666666667,1,0,3,0,1,2
246,-8.076291,-34.896027,115.856666666667,110.79,128.556666666667,126.556666666667,126.423333333333,132.356666666667,1,0,2,0,2,2
1312,-8.070513,-34.896694,104.723333333333,100.39,120.49,92.09,127.956666666667,122.523333333333,0,1,2,1,1,1
127,-8.076911,-34.899551,123.956666666667,109.123333333333,121.99,135.623333333333,136.79,142.356666666667,2,1,1,1,2,2
2032,-8.068447,-34.896996,107.49,119.94,119.94,116.49,121.59,109.39,0,1,2,1,1,0
2938,-8.059994,-34.906029,137.54,134.19,133.39,130.24,138.64,130.39,3,3,3,3,3,2
232,-8.076345,-34.899746,126.04,124.09,125.59,134.84,141.14,142.59,2,1,1,1,2,2
838,-8.072803,-34.896431,116.556666666667,99.6233333333333,126.056666666667,96.2566666666667,124.023333333333,134.256666666667,1,0,2,0,1,1
7,-8.077545,-34.899265,121.79,89.24,126.64,127.34,126.99,140.14,2,0,1,0,3,2
2586,-8.064758,-34.897041,125.523333333333,103.19,118.556666666667,92.3566666666667,128.29,109.356666666667,1,2,3,2,1,0
1379,-8.070203,-34.893707,105.256666666667,119.056666666667,117.79,102.69,107.523333333333,98.9233333333333,0,1,3,1,1,1
1309,-8.070524,-34.896961,96.74,118.84,117.49,101.24,125.69,113.04,0,1,2,1,1,1
142,-8.07679,-34.896889,118.99,88.49,126.023333333333,115.79,124.49,140.523333333333,1,0,2,0,2,2
290,-8.076043,-34.899834,123.256666666667,116.256666666667,120.59,132.89,134.423333333333,137.023333333333,2,1,1,1,2,2
2083,-8.068089,-34.890404,125.856666666667,135.89,136.456666666667,116.956666666667,101.556666666667,125.356666666667,0,1,3,1,0,1
2379,-8.06584,-34.892139,142.423333333333,132.49,133.156666666667,129.423333333333,102.056666666667,118.723333333333,0,2,3,2,0,0
2432,-8.065796,-34.890118,133.09,131.723333333333,133.723333333333,132.09,102.39,135.256666666667,0,2,4,2,0,0
2228,-8.06692,-34.894558,114.623333333333,122.056666666667,125.39,123.756666666667,122.59,102.223333333333,0,1,3,1,1,0
2495,-8.065512,-34.892776,132.656666666667,125.423333333333,126.19,127.456666666667,123.656666666667,121.223333333333,0,2,3,2,0,0
1301,-8.070551,-34.896687,98.99,101.39,117.69,90.64,129.24,118.69,0,1,2,1,1,1
1708,-8.069281,-34.890705,117.923333333333,122.323333333333,120.823333333333,102.556666666667,92.7566666666667,122.956666666667,0,1,3,1,0,1
2321,-8.066298,-34.89333,125.323333333333,119.823333333333,126.69,126.09,115.023333333333,103.69,0,1,3,1,0,0
1599,-8.069571,-34.894955,101.19,122.99,117.14,108.04,117.24,110.29,0,1,2,1,1,1
2722,-8.063666,-34.896717,123.923333333333,106.29,127.223333333333,127.99,121.89,113.223333333333,1,2,3,2,1,0
2861,-8.06231,-34.901676,134.556666666667,124.856666666667,132.256666666667,128.256666666667,130.256666666667,128.256666666667,2,3,3,3,2,1
1323,-8.070465,-34.900917,115.19,130.14,123.49,126.84,138.84,131.39,1,1,1,1,2,1
1907,-8.06873,-34.889065,124.19,130.356666666667,132.823333333333,127.356666666667,105.723333333333,130.156666666667,0,1,4,1,0,1
2807,-8.062873,-34.887165,136.156666666667,132.623333333333,136.323333333333,137.923333333333,143.523333333333,144.623333333333,1,3,4,3,0,1
421,-8.075427,-34.89283,117.04,123.64,126.34,106.39,125.94,138.69,1,0,3,0,2,2
1811,-8.069008,-34.891277,124.856666666667,130.823333333333,132.923333333333,116.923333333333,80.1233333333333,126.523333333333,0,1,3,1,0,1
938,-8.072496,-34.89674,104.99,104.178888888889,113.69,93.29,121.423333333333,132.123333333333,1,0,2,0,1,1
1633,-8.069489,-34.890938,108.056666666667,133.99,124.523333333333,113.856666666667,102.923333333333,126.156666666667,0,1,3,1,0,1
901,-8.07258,-34.896717,105.723333333333,91.2233333333333,124.59,90.29,129.39,134.556666666667,1,0,2,0,1,1
823,-8.072875,-34.895401,99.74,124.29,94.74,112.59,116.24,126.74,1,0,2,0,1,1
206,-8.07642,-34.895596,113.09,93.39,132.54,109.89,128.54,134.69,1,0,2,0,2,2
711,-8.073403,-34.896992,111.123333333333,102.856666666667,96.3566666666667,105.123333333333,125.723333333333,135.856666666667,1,0,2,0,2,1
1281,-8.070624,-34.892899,104.89,120.74,123.49,107.19,110.94,112.69,0,1,3,1,1,1
1598,-8.069581,-34.898376,101.44,119.89,122.04,111.99,118.89,107.14,1,1,2,1,1,1
2160,-8.067336,-34.89378,116.69,122.64,122.14,116.69,124.74,92.69,0,1,3,1,0,0
615,-8.074126,-34.90041,118.99,104.54,115.84,120.19,141.89,141.89,1,1,1,1,2,2
1505,-8.069823,-34.895958,95.49,125.956666666667,117.556666666667,109.523333333333,119.423333333333,116.056666666667,0,1,2,1,1,1
2099,-8.068026,-34.890621,127.256666666667,131.156666666667,130.723333333333,119.256666666667,98.99,129.023333333333,0,1,3,1,0,1
1710,-8.069277,-34.899166,101.856666666667,107.19,114.49,114.923333333333,111.59,99.49,1,1,2,1,2,1
2569,-8.064918,-34.885216,125.79,131.99,135.923333333333,120.99,128.623333333333,139.523333333333,1,2,5,2,0,1
585,-8.074253,-34.893768,89.1233333333333,109.356666666667,109.09,90.6233333333333,114.356666666667,111.39,1,0,2,0,1,1
2853,-8.062372,-34.887775,136.523333333333,133.123333333333,143.69,144.223333333333,139.256666666667,147.29,1,3,4,3,0,1
1427,-8.070021,-34.894161,103.79,121.09,121.79,111.223333333333,116.823333333333,101.356666666667,0,1,3,1,1,1
2210,-8.067008,-34.893833,120.255957446809,131.741063829787,129.202765957447,123.415531914894,123.594255319149,109.50914893617,0,1,3,1,0,0
1333,-8.070435,-34.893269,105.09,121.09,123.656666666667,114.856666666667,113.19,103.156666666667,0,1,3,1,1,1
1971,-8.068586,-34.897144,111.723333333333,117.123333333333,121.69,111.856666666667,125.39,104.123333333333,0,1,2,1,1,0
2364,-8.065945,-34.893585,126.856666666667,121.29,125.523333333333,125.99,119.956666666667,109.156666666667,0,2,3,2,0,0
2021,-8.068479,-34.89724,102.79,117.923333333333,116.156666666667,109.756666666667,127.69,107.723333333333,0,1,2,1,1,0
2413,-8.065808,-34.890656,135.756666666667,136.89,136.623333333333,130.723333333333,119.223333333333,121.19,0,2,4,2,0,0
704,-8.073474,-34.900547,124.056666666667,124.323333333333,121.256666666667,124.19,142.523333333333,136.756666666667,1,1,1,1,2,2
1669,-8.069386,-34.895351,106.256666666667,122.623333333333,118.556666666667,110.256666666667,120.456666666667,111.756666666667,0,1,2,1,1,0
23,-8.0775,-34.899338,127.423333333333,116.356666666667,122.656666666667,135.556666666667,134.323333333333,143.056666666667,2,0,1,0,3,2
745,-8.073204,-34.890629,102.056666666667,134.423333333333,129.89,115.723333333333,119.89,138.39,1,0,3,0,1,1
2736,-8.063597,-34.896053,125.623333333333,103.656666666667,130.523333333333,127.823333333333,130.79,118.49,1,2,3,2,1,0
339,-8.075802,-34.899921,122.156666666667,113.59,122.023333333333,128.856666666667,136.323333333333,138.156666666667,2,1,1,1,2,2
88,-8.077181,-34.89817,119.64,87.69,117.84,124.49,131.64,131.69,2,0,1,0,2,2
476,-8.075006,-34.891476,117.99,123.123333333333,126.056666666667,99.0566666666667,120.99,140.556666666667,1,0,3,0,1,2
2291,-8.066568,-34.896744,113.49,106.156666666667,125.523333333333,112.19,125.823333333333,94.3233333333333,0,1,3,1,1,0
2350,-8.066052,-34.896828,118.49,109.123333333333,119.09,112.89,127.223333333333,106.79,0,2,3,2,1,0
600,-8.074219,-34.890282,93.7566666666667,135.09,119.19,118.09,131.923333333333,135.09,1,0,3,0,1,2
1652,-8.069434,-34.898766,114.156666666667,115.39,114.423333333333,109.29,117.123333333333,104.423333333333,1,1,2,1,1,1
166,-8.076581,-34.896431,111.09,101.023333333333,129.656666666667,116.023333333333,126.056666666667,139.156666666667,1,0,2,0,2,2
2841,-8.0624,-34.88776,134.19,134.956666666667,140.523333333333,141.256666666667,144.99,145.756666666667,1,3,4,3,0,1
1901,-8.068757,-34.891052,125.69,132.79,127.123333333333,113.756666666667,82.9566666666667,121.256666666667,0,1,3,1,0,1
2311,-8.066375,-34.889538,128.856666666667,123.923333333333,134.39,109.29,101.99,142.19,0,2,4,2,0,1
2374,-8.065865,-34.888077,129.89,134.59,138.79,122.29,117.99,134.79,1,2,4,2,0,1
1360,-8.07033,-34.893559,103.823333333333,119.623333333333,119.556666666667,111.256666666667,110.156666666667,97.9233333333333,0,1,3,1,1,1
1780,-8.069102,-34.89579,108.015,124.09,121.19,109.265,109.965,117.29,0,1,2,1,1,0
184,-8.076467,-34.896065,123.19,95.965,126.815,115.865,128.965,141.065,1,0,2,0,2,2
1167,-8.071112,-34.891991,103.315,124.915,125.715,111.09,89.19,138.99,0,1,3,1,1,1
1298,-8.070557,-34.896873,108.74,110.04,116.24,103.74,126.14,117.54,0,1,2,1,1,1
826,-8.072871,-34.896641,95.1233333333333,108.39,117.09,97.09,122.023333333333,123.723333333333,1,0,2,0,2,1
2141,-8.067605,-34.893211,116.09,131.04,120.04,111.79,126.24,114.59,0,1,3,1,0,0
1252,-8.070709,-34.892834,101.19,121.756666666667,121.09,108.79,108.09,108.156666666667,0,1,3,1,1,1
353,-8.075722,-34.893696,112.023333333333,118.556666666667,122.89,105.19,120.523333333333,136.956666666667,1,0,2,0,2,2
302,-8.075984,-34.896126,116.04,105.29,128.39,127.89,125.59,135.54,1,0,2,0,2,2
2102,-8.068021,-34.890598,126.156666666667,130.79,134.79,121.856666666667,95.1233333333333,127.523333333333,0,1,3,1,0,1
77,-8.077255,-34.898281,118.056666666667,86.5233333333333,124.656666666667,122.756666666667,286.527118757069,133.623333333333,2,0,1,0,2,2
1401,-8.070114,-34.889782,111.83,136.93,127.21,117.11,116.23,130.35,0,1,3,1,0,1
1439,-8.069996,-34.896065,95.49,121.39,114.69,107.94,124.49,116.69,0,1,2,1,1,1
969,-8.072435,-34.893955,99.64,125.34,125.29,111.89,115.74,130.79,0,0,2,0,1,1
348,-8.07575,-34.89362,116.09,122.49,127.156666666667,108.523333333333,126.49,134.19,1,0,2,0,2,2
1149,-8.071233,-34.892025,107.823333333333,127.19,130.923333333333,107.09,89.7233333333333,138.556666666667,0,1,3,1,1,1
1823,-8.06897,-34.888584,109.99,133.023333333333,133.423333333333,127.723333333333,107.99,126.423333333333,0,1,4,1,0,1
2551,-8.065022,-34.885532,122.49,134.09,134.956666666667,129.623333333333,118.99,133.39,1,2,5,2,0,1
1718,-8.069265,-34.895496,104.39,118.99,111.24,112.24,107.44,113.44,0,1,2,1,1,0
2133,-8.067716,-34.896721,114.223333333333,106.923333333333,105.823333333333,90.6566666666667,121.29,112.456666666667,0,1,2,1,1,0
692,-8.073599,-34.900524,124.34,124.29,125.99,124.99,143.14,133.39,1,1,1,1,2,2
2916,-8.060772,-34.905155,137.423333333333,125.89,127.29,135.056666666667,134.723333333333,133.19,2,3,3,3,3,2
2333,-8.06621,-34.889225,124.04,134.44,132.29,122.64,92.04,139.89,0,2,4,2,0,1
1790,-8.069077,-34.900505,123.29,114.34,121.79,126.09,130.09,109.04,1,1,2,1,2,1
1447,-8.069982,-34.896214,106.99,111.34,124.89,95.04,121.59,122.34,0,1,2,1,1,1
129,-8.076888,-34.897358,117.956666666667,80.9233333333333,133.456666666667,119.223333333333,130.39,139.756666666667,1,0,2,0,2,2
1834,-8.068932,-34.900063,101.24,114.19,118.94,118.14,123.44,107.19,1,1,2,1,2,1
2574,-8.064889,-34.894112,136.69,112.94,126.89,126.79,115.84,115.59,0,2,3,2,0,0
249,-8.076278,-34.895527,107.823333333333,92.4566666666667,126.09,113.023333333333,126.49,139.49,1,0,2,0,2,2
1046,-8.07203,-34.900715,116.39,109.19,115.74,106.44,135.79,127.09,1,1,1,1,2,1
1254,-8.070709,-34.891792,97.39,124.456666666667,123.69,106.89,97.39,136.556666666667,0,1,3,1,1,1
1178,-8.071036,-34.895786,115.256666666667,109.123333333333,120.723333333333,101.756666666667,123.423333333333,117.39,0,1,2,1,1,1
5,-8.077547,-34.899319,127.59,110.89,130.923333333333,138.29,135.823333333333,135.123333333333,2,0,1,0,3,2
